,region_1,region_2,winery_name,Location1,Location2,Latitude,Longitude
7516,Sonoma Coast,Sonoma,Ektimo Vineyards winery,Ektimo Vineyards winery Sonoma Coast,Ektimo Vineyards winery Sonoma,38.4546208,-122.8811738
7517,Napa Valley,Napa,Toad Hall winery,Toad Hall winery Napa Valley,Toad Hall winery Napa,38.489482,-122.4527647
7518,Sonoma County,Sonoma,Phipps winery,Phipps winery Sonoma County,Phipps winery Sonoma,38.4038665,-122.8214838
7519,Oakville,Napa,Bon Coeur winery,Bon Coeur winery Oakville,Bon Coeur winery Napa,43.4385388,-79.6951344
7520,Napa Valley,Napa,Bon Coeur winery,Bon Coeur winery Napa Valley,Bon Coeur winery Napa,39.0402186,-123.185289
7521,Finger Lakes,Finger Lakes,Macari winery,Macari winery Finger Lakes,Macari winery Finger Lakes,40.98655,-72.567985
7522,Sta. Rita Hills,Central Coast,Domaine de la Cote winery,Domaine de la Cote winery Sta. Rita Hills,Domaine de la Cote winery Central Coast,34.6422625,-120.436646
7523,Columbia Valley (WA),Columbia Valley,Northwest Cellars winery,Northwest Cellars winery Columbia Valley (WA),Northwest Cellars winery Columbia Valley,47.7062529,-122.178202
7524,Sonoma Valley,Sonoma,Ram's Gate winery,Ram's Gate winery Sonoma Valley,Ram's Gate winery Sonoma,38.1743678,-122.4502156
7525,Dundee Hills,Willamette Valley,Rex Hill winery,Rex Hill winery Dundee Hills,Rex Hill winery Willamette Valley,45.3145624,-122.9205726
7526,Napa Valley-Paso Robles,California Other,La Sirena winery,La Sirena winery Napa Valley-Paso Robles,La Sirena winery California Other,35.6581951,-120.7635054
7527,Dundee Hills,Willamette Valley,Francis Tannahill winery,Francis Tannahill winery Dundee Hills,Francis Tannahill winery Willamette Valley,45.258571,-123.0746668
7528,Coombsville,Napa,Merus winery,Merus winery Coombsville,Merus winery Napa,38.5527527,-122.4837517
7529,Sonoma County,Sonoma,D'Argenzio winery,D'Argenzio winery Sonoma County,D'Argenzio winery Sonoma,38.4490613,-122.7274044
7530,Paso Robles,Central Coast,Solaire by Robert Mondavi winery,Solaire by Robert Mondavi winery Paso Robles,Solaire by Robert Mondavi winery Central Coast,38.4414728,-122.4100923
7531,Napa Valley,Napa,Hoopes winery,Hoopes winery Napa Valley,Hoopes winery Napa,38.3909923,-122.3464992
7532,Willamette Valley,Willamette Valley,Panache Cellars winery,Panache Cellars winery Willamette Valley,Panache Cellars winery Willamette Valley,44.5416369,-123.3377563
7533,Calistoga,Napa,TwentyFour by Charles Woodson winery,TwentyFour by Charles Woodson winery Calistoga,TwentyFour by Charles Woodson winery Napa,38.25886029999999,-122.2716629
7534,California,California Other,My Essential winery,My Essential winery California,My Essential winery California Other,38.7380205,-120.7043867
7535,Walla Walla Valley (WA),Columbia Valley,Tucannon winery,Tucannon winery Walla Walla Valley (WA),Tucannon winery Columbia Valley,46.0891426,-118.278365
7536,Lodi,Central Valley,Baron Cooper winery,Baron Cooper winery Lodi,Baron Cooper winery Central Valley,38.1265542,-121.256308
7537,Rutherford,Napa,Eaglewood winery,Eaglewood winery Rutherford,Eaglewood winery Napa,38.4936839,-122.4037764
7538,Carneros,Napa-Sonoma,Annabella winery,Annabella winery Carneros,Annabella winery Napa-Sonoma,38.2997101,-122.2892802
7539,El Dorado,Sierra Foothills,Wargin Wines winery,Wargin Wines winery El Dorado,Wargin Wines winery Sierra Foothills,36.9883505,-121.9527986
7540,Finger Lakes,Finger Lakes,Agness winery,Agness winery Finger Lakes,Agness winery Finger Lakes,43.0221544,-76.9880902
7541,Columbia Gorge (WA),Washington Other,Dusty Cellars winery,Dusty Cellars winery Columbia Gorge (WA),Dusty Cellars winery Washington Other,42.718888,-84.4163435
7542,St. Helena,Napa,Taplin Cellars winery,Taplin Cellars winery St. Helena,Taplin Cellars winery Napa,38.487839,-122.457194
7543,San Luis Obispo County,Central Coast,Ancestrale winery,Ancestrale winery San Luis Obispo County,Ancestrale winery Central Coast,35.2023276,-120.6121784
7544,Walla Walla Valley (WA),Columbia Valley,Dunham winery,Dunham winery Walla Walla Valley (WA),Dunham winery Columbia Valley,46.0891426,-118.278365
7545,Santa Maria Valley,Central Coast,Drake winery,Drake winery Santa Maria Valley,Drake winery Central Coast,34.9372543,-120.4173877
7546,Sonoma Coast,Sonoma,Kutch winery,Kutch winery Sonoma Coast,Kutch winery Sonoma,38.2553042,-122.4381715
7547,Columbia Valley (WA),Columbia Valley,Lowden Hills winery,Lowden Hills winery Columbia Valley (WA),Lowden Hills winery Columbia Valley,46.0685612,-118.3423658
7548,Amador County,Sierra Foothills,Noceto winery,Noceto winery Amador County,Noceto winery Sierra Foothills,38.5215699,-120.8204203
7549,Paso Robles,Central Coast,Soquel Vineyards winery,Soquel Vineyards winery Paso Robles,Soquel Vineyards winery Central Coast,35.6622156,-120.668314
7550,North Fork of Long Island,Long Island,Shinn Estate winery,Shinn Estate winery North Fork of Long Island,Shinn Estate winery Long Island,41.01440300000001,-72.532485
7551,Chalone,Central Coast,Sandler winery,Sandler winery Chalone,Sandler winery Central Coast,37.7404736,-122.4045259
7552,Sonoma County,Sonoma,Roessler winery,Roessler winery Sonoma County,Roessler winery Sonoma,38.2891503,-122.4580375
7553,Napa Valley,Napa,Sineann winery,Sineann winery Napa Valley,Sineann winery Napa,45.24562239999999,-122.8879581
7554,Stags Leap District,Napa,Ilsley winery,Ilsley winery Stags Leap District,Ilsley winery Napa,38.42552420000001,-122.3286534
7555,Santa Lucia Highlands,Central Coast,Séamus Wines winery,Séamus Wines winery Santa Lucia Highlands,Séamus Wines winery Central Coast,36.4307709,-121.4203754
7556,Santa Lucia Highlands,Central Coast,Figge winery,Figge winery Santa Lucia Highlands,Figge winery Central Coast,36.4307709,-121.4203754
7557,Santa Lucia Highlands,Central Coast,Pendleton winery,Pendleton winery Santa Lucia Highlands,Pendleton winery Central Coast,36.4307709,-121.4203754
7558,California,California Other,Riaza winery,Riaza winery California,Riaza winery California Other,38.103079,-121.269852
7559,Napa Valley,Napa,One Three winery,One Three winery Napa Valley,One Three winery Napa,38.4476233,-122.4125945
7560,Washington,Washington Other,Bieler Family winery,Bieler Family winery Washington,Bieler Family winery Washington Other,46.2903311,-119.450991
7561,Bennett Valley,Sonoma,C Square winery,C Square winery Bennett Valley,C Square winery Sonoma,38.4116441,-122.6501342
7562,Russian River Valley,Sonoma,Clos du Bois winery,Clos du Bois winery Russian River Valley,Clos du Bois winery Sonoma,38.684882,-122.877832
7563,Dry Creek Valley,Sonoma,Brooklyn West winery,Brooklyn West winery Dry Creek Valley,Brooklyn West winery Sonoma,37.7939115,-122.2705288
7564,Carneros,Napa-Sonoma,Ca' Momi winery,Ca' Momi winery Carneros,Ca' Momi winery Napa-Sonoma,38.25546689999999,-122.2748439
7565,Red Mountain,Columbia Valley,Hogue winery,Hogue winery Red Mountain,Hogue winery Columbia Valley,46.2182466,-119.7312131
7566,California,California Other,Candor winery,Candor winery California,Candor winery California Other,33.0325468,-117.0464345
7567,Yakima Valley,Columbia Valley,Forgeron winery,Forgeron winery Yakima Valley,Forgeron winery Columbia Valley,46.063531,-118.3381919
7568,Napa Valley,Napa,PerryMoore winery,PerryMoore winery Napa Valley,PerryMoore winery Napa,38.2873331,-122.2869815
7569,Red Mountain,Columbia Valley,Sigillo Cellars winery,Sigillo Cellars winery Red Mountain,Sigillo Cellars winery Columbia Valley,47.8352343,-120.0498411
7570,St. Helena,Napa,Crosby Roamann winery,Crosby Roamann winery St. Helena,Crosby Roamann winery Napa,38.2604607,-122.2742672
7571,Dry Creek Valley,Sonoma,Taj winery,Taj winery Dry Creek Valley,Taj winery Sonoma,38.65291,-122.924876
7572,Knights Valley,Sonoma,Anakota winery,Anakota winery Knights Valley,Anakota winery Sonoma,38.6392882,-122.774614
7573,Howell Mountain,Napa,Freemark Abbey winery,Freemark Abbey winery Howell Mountain,Freemark Abbey winery Napa,38.5255567,-122.4963525
7574,Atlas Peak,Napa,Lobo winery,Lobo winery Atlas Peak,Lobo winery Napa,38.3990083,-122.2927451
7575,Oregon,Oregon Other,Oregon Territory winery,Oregon Territory winery Oregon,Oregon Territory winery Oregon Other,44.0566784,-123.1066913
7576,Atlas Peak,Napa,Paraduxx winery,Paraduxx winery Atlas Peak,Paraduxx winery Napa,38.43551,-122.351433
7577,Los Carneros,Napa-Sonoma,Cherry Pie winery,Cherry Pie winery Los Carneros,Cherry Pie winery Napa-Sonoma,42.3708606,-83.5688263
7578,Napa Valley,Napa,Episode winery,Episode winery Napa Valley,Episode winery Napa,38.2514658,-122.2739979
7579,Napa Valley,Napa,Calix winery,Calix winery Napa Valley,Calix winery Napa,38.4493497,-122.4119046
7580,Bennett Valley,Sonoma,Carica winery,Carica winery Bennett Valley,Carica winery Sonoma,37.905526,-122.3646375
7581,Yorkville Highlands,North Coast,Sonkin Cellars winery,Sonkin Cellars winery Yorkville Highlands,Sonkin Cellars winery North Coast,38.9080608,-123.23103
7582,Columbia Valley (WA),Columbia Valley,Whispering Tree winery,Whispering Tree winery Columbia Valley (WA),Whispering Tree winery Columbia Valley,45.6876274,-120.8111787
7583,Russian River Valley,Sonoma,Bruliam winery,Bruliam winery Russian River Valley,Bruliam winery Sonoma,38.5301959,-122.8003185
7584,Sonoma Valley,Sonoma,Fallon Place winery,Fallon Place winery Sonoma Valley,Fallon Place winery Sonoma,37.74014469999999,-122.4040756
7585,Columbia Valley (WA),Columbia Valley,Barrage Cellars winery,Barrage Cellars winery Columbia Valley (WA),Barrage Cellars winery Columbia Valley,47.7692786,-122.1516485
7586,Coombsville,Napa,Raymond winery,Raymond winery Coombsville,Raymond winery Napa,38.48264810000001,-122.4352535
7587,California,California Other,The Messenger winery,The Messenger winery California,The Messenger winery California Other,38.2628618,-122.3415815
7588,Wahluke Slope,Columbia Valley,Barons winery,Barons winery Wahluke Slope,Barons winery Columbia Valley,46.0671501,-118.3399081
7589,Green Valley,Sonoma,Buena Vista winery,Buena Vista winery Green Valley,Buena Vista winery Sonoma,38.2994995,-122.4219614
7590,Napa Valley,Napa,Sergio winery,Sergio winery Napa Valley,Sergio winery Napa,38.3978125,-122.3136912
7591,Napa Valley,Napa,Von Strasser winery,Von Strasser winery Napa Valley,Von Strasser winery Napa,38.5670164,-122.5749027
7592,Willamette Valley,Willamette Valley,Open Book winery,Open Book winery Willamette Valley,Open Book winery Willamette Valley,44.8931854,-123.2661948
7593,Napa Valley,Napa,Dutch Henry Winery winery,Dutch Henry Winery winery Napa Valley,Dutch Henry Winery winery Napa,38.5772713,-122.525606
7594,Central Coast,Central Coast,Rock & Vine winery,Rock & Vine winery Central Coast,Rock & Vine winery Central Coast,42.3676511,-83.468994
7595,Green Valley,Sonoma,Ernest winery,Ernest winery Green Valley,Ernest winery Sonoma,38.5301959,-122.8003185
7596,Monterey County,Central Coast,Hess Select winery,Hess Select winery Monterey County,Hess Select winery Central Coast,38.3385137,-122.3898972
7597,Russian River Valley,Sonoma,Due Cani winery,Due Cani winery Russian River Valley,Due Cani winery Sonoma,38.4836416,-122.8175328
7598,Napa Valley,Napa,Bartholomew Park winery,Bartholomew Park winery Napa Valley,Bartholomew Park winery Napa,38.301734,-122.424804
7599,Santa Cruz Mountains,Central Coast,Ahlgren winery,Ahlgren winery Santa Cruz Mountains,Ahlgren winery Central Coast,36.9588589,-122.0478356
7600,Oakville,Napa,Oakford winery,Oakford winery Oakville,Oakford winery Napa,40.0971327,-89.95476649999999
7601,Napa Valley,Napa,Robert Pecota winery,Robert Pecota winery Napa Valley,Robert Pecota winery Napa,38.5322198,-122.5059262
7602,Napa Valley,Napa,Guenoc winery,Guenoc winery Napa Valley,Guenoc winery Napa,38.2472185,-122.2738509
7603,Napa Valley,Napa,Conn Valley winery,Conn Valley winery Napa Valley,Conn Valley winery Napa,42.5509941,-83.04756789999999
7604,Napa Valley,Napa,Livingston Moffett winery,Livingston Moffett winery Napa Valley,Livingston Moffett winery Napa,38.5473692,-122.488341
7605,Sonoma County,Sonoma,Stonestreet winery,Stonestreet winery Sonoma County,Stonestreet winery Sonoma,38.6626172,-122.8172053
7606,Sonoma Valley,Sonoma,Bartholomew Park winery,Bartholomew Park winery Sonoma Valley,Bartholomew Park winery Sonoma,38.301734,-122.424804
7607,Sonoma Valley,Sonoma,Mayo winery,Mayo winery Sonoma Valley,Mayo winery Sonoma,38.3705798,-122.5167707
7608,Willamette Valley,Willamette Valley,Battle Creek winery,Battle Creek winery Willamette Valley,Battle Creek winery Willamette Valley,45.52880589999999,-122.6842051
7609,Carneros,Napa-Sonoma,Owl Ridge winery,Owl Ridge winery Carneros,Owl Ridge winery Napa-Sonoma,38.4240595,-122.8503267
7610,Carneros,Napa-Sonoma,Hudson Vineyards winery,Hudson Vineyards winery Carneros,Hudson Vineyards winery Napa-Sonoma,38.2572263,-122.3602588
7611,Chalk Hill,Sonoma,Kokomo winery,Kokomo winery Chalk Hill,Kokomo winery Sonoma,38.67329640000001,-122.9340409
7612,Red Mountain,Columbia Valley,Alexander the Grape winery,Alexander the Grape winery Red Mountain,Alexander the Grape winery Columbia Valley,41.1216053,-80.33335679999999
7613,California,California Other,All About Red winery,All About Red winery California,All About Red winery California Other,38.6926557,-122.8229044
7614,Columbia Valley (WA),Columbia Valley,Treveri Cellars winery,Treveri Cellars winery Columbia Valley (WA),Treveri Cellars winery Columbia Valley,46.5123931,-120.4494989
7615,Santa Lucia Highlands,Central Coast,MacMurray Estate Vineyards winery,MacMurray Estate Vineyards winery Santa Lucia Highlands,MacMurray Estate Vineyards winery Central Coast,36.4307709,-121.4203754
7616,Sierra Foothills,Sierra Foothills,Verde Sole winery,Verde Sole winery Sierra Foothills,Verde Sole winery Sierra Foothills,37.0526844,-121.5481931
7617,Red Mountain,Columbia Valley,Palencia winery,Palencia winery Red Mountain,Palencia winery Columbia Valley,46.2124239,-119.1102545
7618,Sonoma Mountain,Sonoma,Maisonry winery,Maisonry winery Sonoma Mountain,Maisonry winery Sonoma,38.2864796,-122.4155377
7619,Napa Valley,Napa,Cain winery,Cain winery Napa Valley,Cain winery Napa,38.4979214,-122.5381925
7620,Napa Valley,Napa,August Briggs winery,August Briggs winery Napa Valley,August Briggs winery Napa,38.5774992,-122.5797092
7621,Napa Valley,Napa,Farella-Park winery,Farella-Park winery Napa Valley,Farella-Park winery Napa,38.3122433,-122.2235119
7622,Napa Valley,Napa,Caymus winery,Caymus winery Napa Valley,Caymus winery Napa,38.4712049,-122.3979952
7623,Napa Valley,Napa,Jessup Cellars winery,Jessup Cellars winery Napa Valley,Jessup Cellars winery Napa,38.4059514,-122.366282
7624,North Coast,North Coast,Langtry winery,Langtry winery North Coast,Langtry winery North Coast,38.7358291,-122.5282702
7625,Russian River Valley,Sonoma,WillowBrook Cellars winery,WillowBrook Cellars winery Russian River Valley,WillowBrook Cellars winery Sonoma,38.4836416,-122.8175328
7626,Sonoma County-Monterey County-Santa Barbara County,California Other,Meiomi winery,Meiomi winery Sonoma County-Monterey County-Santa Barbara County,Meiomi winery California Other,38.29310450000001,-122.4592436
7627,Atlas Peak,Napa,Patland winery,Patland winery Atlas Peak,Patland winery Napa,38.3990083,-122.2927451
7628,Rutherford,Napa,Long Meadow Ranch winery,Long Meadow Ranch winery Rutherford,Long Meadow Ranch winery Napa,38.466429,-122.4261976
7629,Columbia Valley (WA),Columbia Valley,Red Theory winery,Red Theory winery Columbia Valley (WA),Red Theory winery Columbia Valley,47.7695497,-122.1516492
7630,Napa Valley,Napa,Robert Losey winery,Robert Losey winery Napa Valley,Robert Losey winery Napa,38.4253435,-122.3372133
7631,Sonoma County,Sonoma,Collier Falls winery,Collier Falls winery Sonoma County,Collier Falls winery Sonoma,38.6732884,-122.9337469
7632,Washington,Washington Other,Patterson winery,Patterson winery Washington,Patterson winery Washington Other,47.7695659,-122.1512943
7633,Sonoma County,Sonoma,Long Gamma winery,Long Gamma winery Sonoma County,Long Gamma winery Sonoma,38.2454201,-122.4225083
7634,California,California Other,Delicato winery,Delicato winery California,Delicato winery California Other,37.854396,-121.2190972
7635,Snipes Mountain,Columbia Valley,Maison Bleue winery,Maison Bleue winery Snipes Mountain,Maison Bleue winery Columbia Valley,46.0674441,-118.3398067
7636,Washington,Washington Other,Wilridge winery,Wilridge winery Washington,Wilridge winery Washington Other,46.6244186,-120.6268407
7637,California,California Other,One And Done winery,One And Done winery California,One And Done winery California Other,38.4718027,-122.7435125
7638,Alexander Valley,Sonoma,Picket Fence winery,Picket Fence winery Alexander Valley,Picket Fence winery Sonoma,38.65647209999999,-122.7869114
