,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery_name,Latitude,Longitude,Min_temp,Max_temp,Precip,Humidity,Heat_Index,review_neg,review_neu,review_pos
33783,US,"This wine is mostly Pinot Gris and Viognier along with a pinch of Orange Muscat. It's easy drinking, with flavors of peach and the underside of a pineapple plus a touch of sweetness and a crisp finish.",PGV,87,15,Washington,Washington,Washington Other,Sean P. Sullivan,@wawinereport,Thurston Wolfe 2014 PGV White (Washington),White Blend,Thurston Wolfe winery,46.219493,-119.776163,4.1,114.4,10.75,62.8,113,0,0.836,0.164
33784,US,"Bright, fresh and fruity, this is loaded with citrus—especially grapefruit—goodness. There are layers of pears and peaches, making this a big, fruity, mouth-filling wine.",PGV,90,15,Washington,Washington,Washington Other,Paul Gregutt,@paulgwine ,Thurston Wolfe 2011 PGV White (Washington),White Blend,Thurston Wolfe winery,46.219493,-119.776163,4.1,114.4,10.75,62.8,113,0,0.802,0.198
33785,US,"Named The Teacher to honor the late Stan Clarke—a viticulturalist, winemaker and mentor to many in the Washington wine business—this is pure Cabernet. Astringent and tannic when first opened, it expands with air to reveal good varietal flavors of cassis and black cherry, with light herb and a streak of licorice. Slightly volatile and leathery, with good concentration.",The Teacher,90,22,Washington,Washington,Washington Other,Paul Gregutt,@paulgwine ,Thurston Wolfe 2006 The Teacher Cabernet Sauvignon (Washington),Cabernet Sauvignon,Thurston Wolfe winery,46.219493,-119.776163,4.1,114.4,10.75,62.8,113,0,0.836,0.164
33786,US,"This is a particularly fine vintage for the popular Dr. Wolfe's, maintaining the customary blend of Primitivo, Lemberger and Petite Sirah. Dark and smoky, with dense flavors of berry, cassis, licorice and dark chocolate, it is far more substantial than most red blends in this price range.",Dr. Wolfe's Family Red,90,15,Washington,Washington,Washington Other,Paul Gregutt,@paulgwine ,Thurston Wolfe 2009 Dr. Wolfe's Family Red Red (Washington),Red Blend,Thurston Wolfe winery,46.219493,-119.776163,4.1,114.4,10.75,62.8,113,0,0.86,0.14
33787,US,"It's sappy and just a bit rustic, with layers of leather and saddle sweat along with sweet blueberry and blackberry fruit. There is nothing serious about this wine, but you can't help but enjoy it; it's a perfect choice for simple, lighter grilled foods on a hot summer day.",Dr. Wolfe's Family Red,85,16,Washington,Washington,Washington Other,Paul Gregutt,@paulgwine ,Thurston Wolfe 2006 Dr. Wolfe's Family Red Red (Washington),Red Blend,Thurston Wolfe winery,46.219493,-119.776163,4.1,114.4,10.75,62.8,113,0.14,0.714,0.146
33788,US,"It is solid and somewhat tannic, with chewy fruit flavors of green banana and white peach, along with details of citrus rind. Nicely balanced, it carries just a hint of barrel toast into the finish, which holds steady through a long, slow fade.",,87,23,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Tsillan Cellars 2006 Chardonnay (Columbia Valley (WA)),Chardonnay,Tsillan Cellars winery,47.8348608,-120.0806175,-4,113.3,7.85,55.92,107.3,0,0.897,0.103
33789,US,"Light and toasty, this is a pleasant, entry-level red wine with just a hint of chocolate in the finish. It's smooth and generic, but adds some spice and flesh once it's in the glass.",,85,28,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Tsillan Cellars 2005 Merlot (Columbia Valley (WA)),Merlot,Tsillan Cellars winery,47.8348608,-120.0806175,-4,113.3,7.85,55.92,107.3,0,0.935,0.065
33790,US,"Bellissima Rossa is 77% Cabernet Sauvignon, 15% Merlot, 5% Cabernet Franc and 3% Malbec. The Cabernet Sauvignon is muscular and taut; blackberry and cassis, mineral and smoke come up as aromas, then follow as flavors. Good legs show the weight of the wine, which hits the palate tight and shows a bit of chalky acid, then opens into more lush milk chocolate barrel flavors.",Bellissima Rossa,88,28,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Tsillan Cellars 2005 Bellissima Rossa Red (Columbia Valley (WA)),Red Blend,Tsillan Cellars winery,47.8348608,-120.0806175,-4,113.3,7.85,55.92,107.3,0,0.955,0.045
33791,US,"The 79% Syrah component is estate-grown; while the 21% Grenache comes from the Lonesome Springs vineyard. What a lovely nose, with the bright and grapey Grenache shining through and adding pretty floral scents, while the Syrah fills in the berries and peppery tannins. This is still quite purple and youthful, fresh and just a bit volatile.",,88,28,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Tsillan Cellars 2006 Syrah (Columbia Valley (WA)),Syrah,Tsillan Cellars winery,47.8348608,-120.0806175,-4,113.3,7.85,55.92,107.3,0.038,0.735,0.226
33792,US,"The newest release of Bellissima Rossa—a blend of 50% Cabernet Sauvignon, 27% Merlot and 23% Cabernet Franc—is just a bit brighter, more spicy and peppery than the previous vintage. It's built upon bright, racy fruit, and uses the barrels moderately. The length seems a bit better than the 2005, but mostly it's the butterscotchy barrel flavors that linger sensuously in the back of the throat.",Bellissima Rossa,89,28,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Tsillan Cellars 2006 Bellissima Rossa Red (Columbia Valley (WA)),Red Blend,Tsillan Cellars winery,47.8348608,-120.0806175,-4,113.3,7.85,55.92,107.3,0,0.913,0.087
33793,US,"Tart and sleek, this estate-grown fruit  has appealing elegance. The fruit is almost transparent, but not invisible, with very clean, high acid flavors of green berry, apple and pear. There is a layer of butterscotch that fills in the finish, without taking away from the finesse.",Estate-Barrel Select,87,25,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Tsillan Cellars 2006 Estate-Barrel Select Chardonnay (Columbia Valley (WA)),Chardonnay,Tsillan Cellars winery,47.8348608,-120.0806175,-4,113.3,7.85,55.92,107.3,0,0.877,0.123
33822,US,"This aromatic brooder shows notes of dark cherry, barrel spice, pencil lead, vanilla and herb, along with a light floral note. The palate has nuance and detail with balance that is impressive. Give it some time in the cellar to strut its stuff. Best after 2023.",Heart of the Hill,93,110,Washington,Red Mountain,Columbia Valley,Sean P. Sullivan,@wawinereport,Betz Family 2014 Heart of the Hill Cabernet Sauvignon (Red Mountain),Cabernet Sauvignon,Betz Family winery,47.7188972,-122.1329025,16.6,103.5,25.42,73.44,106.4,0,0.851,0.149
33823,US,"The second of three Syrahs from Betz, this is thick and dark, heavy with still-chewy tannins, this rich and compact wine needs more time in bottle. It's done in a big, toasty style, with lush black cherry fruit set against smoky, chewy tannins. It has a lot of power, but in its current (quite youthful) stage of development it remains stubbornly tight, herbal and hard. Give it plenty of breathing and/or cellar time.",La Cote Rousse,91,50,Washington,Red Mountain,Columbia Valley,Paul Gregutt,@paulgwine ,Betz Family 2005 La Cote Rousse Syrah (Red Mountain),Syrah,Betz Family winery,47.7188972,-122.1329025,16.6,103.5,25.42,73.44,106.4,0.062,0.903,0.035
33824,US,"Once again, this cuvée blends grapes drawn equally from the Ciel du Cheval and Ranch at the End of the Road vineyards on Red Mountain. Imposing minerality underscores a tight, raspberry-flavored wine that seems like it's soaked in liquid rock. A teasing barrel note adds threads of coffee liqueur and dark chocolate to the finish.",La Côte Rousse,93,55,Washington,Red Mountain,Columbia Valley,Paul Gregutt,@paulgwine ,Betz Family 2010 La Côte Rousse Syrah (Red Mountain),Syrah,Betz Family winery,47.7188972,-122.1329025,16.6,103.5,25.42,73.44,106.4,0.049,0.906,0.045
33825,US,"Aromas of iron, fresh-roasted coffee beans, high-toned dried herbs, mineral, blue fruit and savory spices explode from the glass. This wine coats the palate from end to end with supple, dense fruit and savory flavors that feel sleek but still show depth. The tannins bring some heft.",La Côte Rousse,93,57,Washington,Red Mountain,Columbia Valley,Sean P. Sullivan,@wawinereport,Betz Family 2013 La Côte Rousse Syrah (Red Mountain),Syrah,Betz Family winery,47.7188972,-122.1329025,16.6,103.5,25.42,73.44,106.4,0,1,0
33826,US,"A rare reserve-level Cabernet only made once before, this 100% varietal wine hails from esteemed Kiona and Ciel du Cheval vineyards. Char and dark roasted coffee aromas meld with notes of herbs, spice and black fruit. The flavors are dense, layered and concentrated, but also show finesse and detail, with the palate broadening out considerably over time. The tannins are polished but still tightly wound and will benefit from an extended period in the cellar. Best from 2022 to 2028 but has the stuffing to get there and beyond.",Le Parrain,93,135,Washington,Red Mountain,Columbia Valley,Sean P. Sullivan,@wawinereport,Betz Family 2012 Le Parrain Cabernet Sauvignon (Red Mountain),Cabernet Sauvignon,Betz Family winery,47.7188972,-122.1329025,16.6,103.5,25.42,73.44,106.4,0,0.879,0.121
33827,US,"This Red Mountain Syrah spent a year in French oak, half new, half once-used. The fruit is wrapped in smoke and coffee, graphite and mineral scents and flavors. Crystal clear and densely packed, this shows none of the funk common in many Washington Syrahs, but an almost claret-like structure and grip. It should age well for a decade or longer.",La Côte Rousse,94,55,Washington,Red Mountain,Columbia Valley,Paul Gregutt,@paulgwine ,Betz Family 2008 La Côte Rousse Syrah (Red Mountain),Syrah,Betz Family winery,47.7188972,-122.1329025,16.6,103.5,25.42,73.44,106.4,0,0.926,0.074
33828,US,"This aromatically appealing wine brings aromas of blue fruit, barbecue briquettes, herbs, mineral and assorted spices. The fruit flavors are lithe yet intense, with a squeeze of tannins that lead to a supremely long finish.",La Côte Rousse,92,55,Washington,Red Mountain,Columbia Valley,Sean P. Sullivan,@wawinereport,Betz Family 2012 La Côte Rousse Syrah (Red Mountain),Syrah,Betz Family winery,47.7188972,-122.1329025,16.6,103.5,25.42,73.44,106.4,0,0.861,0.139
33829,US,"This wine is a blend of fruit from Ranch at the End of the Road and Ciel du Cheval vineyards. Brooding aromas of dark raspberries, black plum, spice and mineral are followed by ripe generous full-bodied fruit flavors that display a lot of hedonism while retaining a spot-on sense of balance. It's sensational.",La Côte Rousse,94,60,Washington,Red Mountain,Columbia Valley,Sean P. Sullivan,@wawinereport,Betz Family 2014 La Côte Rousse Syrah (Red Mountain),Syrah,Betz Family winery,47.7188972,-122.1329025,16.6,103.5,25.42,73.44,106.4,0,0.916,0.084
33830,US,"A rare reserve-level Cabernet only made once before, this 100% varietal wine hails from esteemed Kiona and Ciel du Cheval vineyards. Char and dark roasted coffee aromas meld with notes of herbs, spice and black fruit. The flavors are dense, layered and concentrated, but also show finesse and detail, with the palate broadening out considerably over time. The tannins are polished but still tightly wound and will benefit from an extended period in the cellar. Best from 2022 to 2028 but has the stuffing to get there and beyond.",Le Parrain,93,135,Washington,Red Mountain,Columbia Valley,Sean P. Sullivan,@wawinereport,Betz Family 2012 Le Parrain Cabernet Sauvignon (Red Mountain),Cabernet Sauvignon,Betz Family winery,47.7188972,-122.1329025,16.6,103.5,25.42,73.44,106.4,0,0.879,0.121
33928,US,"A rare Washington Nebbiolo, from a recently planted Yakima Valley vineyard, this has young vine flavors of berry candy. It's high-toned and slightly volatile, with some heat in the finish.",Estate,84,29,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Wilridge 2009 Estate Nebbiolo (Columbia Valley (WA)),Nebbiolo,Wilridge winery,46.6244186,-120.6268407,1.9,112.9,6.76,57.27,106.9,0,1,0
33929,US,"This five grape Bordeaux-style blend has a sharp, spicy aroma, a strong suggestion of clove. The fruit is quite light and tastes of strawberries, but quickly is overtaken by the tannins and the barrel flavors. Drink soon.",Estate Mélange Rouge,85,29,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Wilridge 2009 Estate Mélange Rouge Red (Columbia Valley (WA)),Bordeaux-style Red Blend,Wilridge winery,46.6244186,-120.6268407,1.9,112.9,6.76,57.27,106.9,0,0.941,0.059
33930,US,Some oxygen exposure seems to peek through on the aromas along with notes of blue fruit and herbs. This wine is lightly flavored with a gritty feel to the tannins and the oak dialed back.,,85,20,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Wilridge 2013 Sangiovese (Columbia Valley (WA)),Sangiovese,Wilridge winery,46.6244186,-120.6268407,1.9,112.9,6.76,57.27,106.9,0,1,0
33931,US,"The aromas are light, with notes of berry, herb, dried flower and spice. The palate brings plenty of plump cherry flavors along with pleasing spice accents. It's an intriguing example of this variety.",Conley Vineyard,88,23,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Wilridge 2015 Conley Vineyard Malbec (Columbia Valley (WA)),Malbec,Wilridge winery,46.6244186,-120.6268407,1.9,112.9,6.76,57.27,106.9,0,0.904,0.096
33932,US,"More than three quarters Syrah, this is made from young vines planted in the estate vineyard in the extreme western Yakima Valley. With such new vines it is difficult to point to specific varietal character. It's tart and lightly fruity, with a pleasant spicy edge.",Estate Syrah-Mourvèdre,85,29,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Wilridge 2009 Estate Syrah-Mourvèdre Syrah-Mourvèdre (Columbia Valley (WA)),Syrah-Mourvèdre,Wilridge winery,46.6244186,-120.6268407,1.9,112.9,6.76,57.27,106.9,0.052,0.879,0.069
33933,US,"Strawberries are the core of the fruit here, with plenty of acidity behind. The wine thins out quickly in the midpalate, and finishes high-toned and lightly fruity.",Estate,85,19,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Wilridge 2009 Estate Barbera (Columbia Valley (WA)),Barbera,Wilridge winery,46.6244186,-120.6268407,1.9,112.9,6.76,57.27,106.9,0,1,0
33934,US,"Quite possibly the first and only Washington Zweigelt, this has the sort of rough, rustic appeal as did Lemberger in the early days of the state's wine industry. Bright cranberry fruit has a spicy edge, and a sharp, high-toned finish.",,86,29,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Wilridge 2009 Zweigelt (Columbia Valley (WA)),Zweigelt,Wilridge winery,46.6244186,-120.6268407,1.9,112.9,6.76,57.27,106.9,0,0.927,0.073
33951,US,"This wine all comes Chandler Reach Vineyards. The aromas seem to lack clarity while the cranberry, prune and cherry flavors want for midpalate concentration.",,85,32,Washington,Yakima Valley,Columbia Valley,Sean P. Sullivan,@wawinereport,Keira 2014 Merlot (Yakima Valley),Merlot,Keira winery,46.2146381,-119.737278,3.7,114.4,9.98,62.11,113.2,0.084,0.73,0.186
33984,US,"This impressive 100% varietal wine comes from Cold Creek, Candy Mountain and Windrow vineyards. With the oak (40% new French) pleasantly restrained, it offers aromas of dried herbs, coffee, cherry and light barrel spices. Lithe black currant flavors are tightly focused and flavorful with taut acidity, showing exceptional length and balance. Best from 2018 to 2023.",,93,50,Washington,Washington,Washington Other,Sean P. Sullivan,@wawinereport,Waters 2010 Cabernet Sauvignon (Washington),Cabernet Sauvignon,Waters winery,47.5939523,-120.6648052,-5.4,108.9,28.54,61.19,105.6,0,0.798,0.202
33985,US,"Merlot makes up just over half of this wine, with Cabernet Sauvignon (39%) playing second fiddle and Cabernet Franc and Malbec rounding it out. It's expressive, with aromas of fig, golden raisins, eucalyptus and red fruit, with the aromas seeming slightly dried out. The palate is fruit forward and textured, while still showing restraint and length.",Interlude,89,28,Washington,Washington,Washington Other,Sean P. Sullivan,@wawinereport,Waters 2013 Interlude Red (Washington),Bordeaux-style Red Blend,Waters winery,47.5939523,-120.6648052,-5.4,108.9,28.54,61.19,105.6,0,0.968,0.032
